"PID","Gr.Liv.Area","Kitchen.Qual","Lot.Area","Year.Built","Exter.Qual","Full.Bath","Half.Bath","Bsmt.Full.Bath","Bsmt.Half.Bath","TotRms.AbvGrd","Fireplaces","Garage.Cars","Garage.Finish","Wood.Deck.SF","Open.Porch.SF","Lot.Config","Bedroom.AbvGr","Kitchen.AbvGr","luxury"
534278230,1776,"TA",11475,1958,"TA",2,0,1,0,9,0,3,"Unf",0,25,"Corner",4,2,"Standard"
534400050,1516,"TA",10004,1964,"TA",1,1,0,0,6,0,2,"RFn",0,0,"Inside",3,1,"Standard"
534400290,1313,"Gd",9350,1961,"TA",1,1,1,0,6,1,2,"RFn",172,28,"Inside",3,1,"Standard"
534402060,1292,"TA",10500,1964,"TA",1,1,1,0,6,2,2,"Unf",0,32,"Inside",3,1,"Standard"
534402140,1154,"TA",11000,1966,"TA",1,1,0,0,6,1,2,"RFn",0,58,"CulDSac",3,1,"Standard"
534402170,2140,"TA",8970,1965,"TA",2,1,0,0,7,1,2,"Fin",0,40,"Corner",4,1,"Standard"
534403370,1445,"TA",12095,1964,"TA",1,1,0,0,7,1,2,"RFn",180,0,"Corner",3,1,"Standard"
534426110,1041,"TA",9600,1959,"TA",1,0,1,0,6,0,1,"RFn",224,88,"Corner",3,1,"Standard"
534429150,1576,"Gd",11475,1961,"TA",1,0,1,0,7,1,2,"Fin",85,0,"Corner",4,1,"Standard"
534431130,960,"TA",9768,1955,"TA",1,0,1,0,5,0,1,"RFn",0,70,"Inside",2,1,"Standard"
534451110,1203,"Gd",7015,1950,"TA",1,0,1,0,5,1,1,"Unf",0,0,"Corner",3,1,"Standard"
534475185,1505,"TA",12160,1953,"TA",1,0,1,0,6,1,2,"RFn",0,0,"Inside",2,1,"Standard"
534475250,1691,"TA",9900,1967,"Gd",1,0,1,0,5,0,2,"Unf",0,67,"Inside",2,1,"Standard"
534476150,1644,"TA",9600,1953,"TA",1,0,1,0,7,2,2,"Fin",110,0,"Inside",3,1,"Standard"
534476320,1050,"TA",9600,1956,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
534477110,1668,"TA",9600,1950,"TA",1,1,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
534478230,1113,"Gd",9600,1950,"Gd",1,0,0,0,5,1,1,"Unf",0,80,"Inside",3,1,"Standard"
535101120,1584,"TA",8944,1967,"TA",2,0,0,0,8,0,3,"Unf",0,152,"Inside",4,2,"Standard"
535104120,1453,"TA",10573,1961,"TA",2,0,1,0,6,1,2,"RFn",0,49,"Corner",3,1,"Standard"
535105100,1394,"TA",9500,1963,"TA",1,1,1,0,6,2,2,"RFn",0,76,"Inside",3,1,"Standard"
535125070,1567,"Gd",14695,1966,"TA",2,0,1,0,5,2,2,"Unf",0,110,"Inside",2,1,"Luxury"
535125090,1986,"TA",13600,1965,"TA",2,1,0,0,7,3,2,"Unf",0,42,"Inside",3,1,"Standard"
535126010,2142,"Gd",13000,1968,"TA",2,1,0,0,8,1,1,"Fin",0,72,"Corner",4,1,"Standard"
535126100,1392,"TA",13560,1968,"TA",1,0,1,0,5,2,2,"RFn",0,0,"Corner",2,1,"Standard"
535150070,1738,"TA",12513,1920,"TA",2,0,0,0,7,1,1,"Unf",55,0,"FR2",4,1,"Standard"
535151040,1144,"TA",8760,1956,"Gd",1,0,1,0,6,0,1,"RFn",257,0,"Inside",3,1,"Standard"
535152230,1478,"TA",8400,1957,"TA",1,1,1,0,6,2,2,"RFn",114,0,"Inside",3,1,"Standard"
535154060,1329,"TA",12285,1960,"TA",1,1,0,0,5,2,2,"Unf",0,0,"Inside",3,1,"Standard"
535154130,988,"Gd",9240,1959,"Gd",2,0,1,0,6,0,1,"Unf",156,0,"Inside",3,1,"Standard"
535175030,1632,"TA",9600,1958,"TA",2,0,1,0,6,1,1,"RFn",289,0,"Inside",3,1,"Standard"
535175050,1215,"TA",12400,1958,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
535178040,1202,"TA",8750,1956,"TA",1,0,0,1,6,0,1,"RFn",0,35,"Inside",3,1,"Standard"
535178120,1382,"Gd",8750,1955,"TA",1,0,0,1,6,0,1,"Unf",280,0,"Inside",3,1,"Standard"
535179160,1200,"TA",10400,1956,"TA",1,0,1,0,6,2,1,"Unf",0,189,"Corner",3,1,"Standard"
535300120,1382,"TA",19296,1962,"TA",1,0,1,0,6,1,2,"Unf",0,0,"Corner",3,1,"Standard"
535301170,1297,"TA",8532,1954,"TA",1,0,0,1,5,1,2,"Fin",0,0,"Inside",3,1,"Standard"
535302120,1866,"TA",9482,1958,"TA",2,0,0,0,8,0,2,"Unf",0,0,"Inside",4,2,"Standard"
535303110,1062,"TA",8128,1954,"TA",1,0,1,0,6,0,1,"Unf",0,0,"CulDSac",3,1,"Standard"
535303150,1319,"TA",10634,1953,"TA",1,0,1,0,5,0,1,"Unf",66,0,"Inside",3,1,"Standard"
535304100,1112,"TA",13070,1951,"TA",1,0,0,0,5,0,2,"Unf",0,0,"Corner",2,1,"Standard"
535325290,1005,"Fa",10434,1955,"TA",1,0,0,0,5,1,2,"Unf",0,0,"Inside",2,1,"Standard"
535351050,1363,"TA",14559,1951,"Gd",1,0,1,0,6,2,1,"Unf",324,42,"Inside",2,1,"Standard"
535352090,793,"Fa",8480,1945,"TA",1,0,1,0,4,0,1,"Unf",0,0,"Corner",2,1,"Standard"
535353040,1031,"Gd",7626,1952,"Gd",1,0,1,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
535353060,1210,"TA",9533,1953,"TA",1,1,0,0,7,0,1,"Fin",208,0,"Inside",2,1,"Standard"
535353140,1699,"TA",10615,1900,"TA",2,0,1,0,7,0,2,"Unf",0,74,"Corner",3,2,"Standard"
535353240,1527,"TA",11419,1948,"TA",1,1,1,0,6,1,2,"Unf",0,0,"Corner",3,1,"Standard"
535354070,1200,"TA",9600,1950,"TA",1,0,0,0,6,0,1,"Fin",126,0,"Inside",3,1,"Standard"
535354100,972,"TA",8000,1948,"TA",1,0,1,0,5,1,1,"Unf",0,0,"Inside",2,1,"Standard"
535375010,792,"TA",5470,1958,"TA",1,0,0,0,4,0,1,"Unf",0,90,"Inside",2,1,"Standard"
535375050,1656,"TA",10410,1916,"TA",2,1,0,0,8,0,1,"Unf",0,0,"Inside",3,1,"Standard"
535376060,1352,"Gd",10800,1939,"TA",2,0,0,1,7,0,2,"Unf",187,0,"Inside",4,1,"Standard"
535377150,1039,"TA",8146,1900,"Gd",1,0,0,0,6,0,1,"Unf",0,0,"Corner",2,1,"Standard"
535378020,792,"Gd",9022,1924,"Gd",1,0,0,0,5,0,1,"Unf",316,0,"Inside",2,1,"Standard"
535378120,1078,"Ex",10230,1925,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
535381040,2377,"Gd",10410,1915,"TA",2,0,0,0,8,1,2,"Unf",0,0,"Inside",3,1,"Standard"
535382100,1690,"Gd",7200,1910,"Gd",2,0,0,0,5,0,2,"Unf",0,0,"Corner",4,1,"Standard"
535383070,1374,"TA",5400,1920,"Fa",1,0,0,0,6,0,1,"Fin",0,0,"Corner",2,1,"Standard"
535383110,846,"Gd",10800,1920,"TA",1,0,0,0,4,0,2,"Fin",0,0,"Inside",2,1,"Standard"
535383120,725,"TA",10800,1890,"TA",1,1,0,0,4,0,1,"Unf",0,30,"Corner",1,1,"Standard"
535402010,2544,"TA",9671,1969,"TA",2,2,0,0,12,0,3,"RFn",0,0,"Corner",6,2,"Standard"
535402090,1380,"TA",10143,1963,"TA",1,1,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
535402270,1040,"TA",11500,1967,"Fa",1,0,1,0,6,1,2,"RFn",0,0,"Inside",3,1,"Standard"
535402330,2634,"TA",11643,1969,"TA",2,2,1,1,12,0,4,"Unf",0,0,"Inside",6,2,"Standard"
535403190,951,"Gd",8010,1958,"Gd",1,0,1,0,6,0,2,"Unf",0,0,"Inside",2,1,"Standard"
535403210,1105,"TA",10454,1957,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Corner",3,1,"Standard"
535403280,1306,"TA",8712,1957,"TA",1,0,1,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
535425070,1478,"TA",17600,1960,"TA",2,0,1,0,6,2,2,"Unf",0,40,"Inside",3,1,"Standard"
535426150,1142,"TA",9000,1958,"TA",1,0,0,0,5,1,1,"RFn",0,28,"Inside",2,1,"Standard"
535450070,1268,"TA",12144,1949,"Gd",1,0,0,0,6,1,1,"Unf",0,28,"Inside",3,1,"Standard"
535450160,1040,"TA",8544,1950,"TA",2,0,0,0,6,0,2,"Unf",0,0,"Corner",2,2,"Standard"
535450200,1133,"TA",8064,1950,"TA",1,0,0,0,5,0,2,"Unf",0,0,"Inside",3,1,"Standard"
535451170,1040,"TA",7200,1949,"TA",2,0,0,0,6,0,2,"Unf",0,0,"Inside",2,2,"Standard"
535451250,1904,"TA",7200,1950,"TA",1,1,1,0,7,0,1,"Unf",0,0,"Inside",3,1,"Standard"
535452090,1041,"TA",7350,1958,"TA",1,0,0,0,6,0,1,"RFn",0,0,"Inside",3,1,"Standard"
535452100,1339,"TA",7560,1958,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
535452140,732,"TA",7200,1952,"TA",1,0,1,0,4,0,1,"Unf",0,68,"Corner",2,1,"Standard"
535453100,1183,"TA",8000,1959,"TA",1,0,1,0,6,0,1,"RFn",0,0,"Inside",3,1,"Standard"
535453200,1148,"TA",7931,1959,"TA",1,0,1,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
535454100,1461,"TA",10800,1949,"TA",2,0,0,0,6,0,1,"Unf",0,204,"Inside",4,1,"Standard"
535454160,1495,"TA",8064,1948,"TA",1,0,0,0,6,0,2,"Unf",180,36,"Corner",3,1,"Standard"
535475010,1806,"TA",7570,1964,"TA",1,1,0,0,8,0,2,"Unf",0,55,"Corner",4,1,"Standard"
535476110,941,"Gd",8604,1978,"TA",1,0,1,0,4,0,2,"Unf",0,40,"Inside",2,1,"Standard"
535476240,1045,"TA",7936,1963,"TA",1,0,1,0,6,1,1,"RFn",0,0,"Inside",3,1,"Standard"
535477150,894,"TA",6600,1962,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
902101010,1224,"TA",3950,1926,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Inside",3,1,"Standard"
902102080,1230,"TA",10440,1910,"TA",1,1,0,0,5,0,2,"Unf",74,0,"Corner",2,1,"Standard"
902103100,1378,"Gd",4080,1935,"TA",1,0,0,0,6,0,1,"Unf",54,0,"Inside",3,1,"Standard"
902103120,1944,"TA",10307,1910,"TA",2,0,1,0,12,0,2,"Unf",0,28,"Inside",4,2,"Standard"
902103170,1131,"TA",5720,1941,"TA",1,1,0,0,5,0,1,"Unf",26,0,"Inside",3,1,"Standard"
902105050,1306,"Gd",15660,1910,"TA",1,1,0,0,6,0,2,"Unf",0,0,"Inside",3,1,"Standard"
902106010,1558,"TA",6406,1939,"TA",1,1,0,0,7,1,2,"Unf",0,36,"Inside",3,1,"Standard"
902106060,2372,"TA",6600,1892,"TA",2,0,0,0,11,0,1,"RFn",0,287,"Corner",4,2,"Standard"
902109140,1960,"TA",7596,1952,"TA",2,0,0,0,10,0,2,"Unf",0,0,"Inside",4,2,"Standard"
902110080,1389,"TA",3378,1946,"TA",1,1,0,0,6,2,1,"Unf",0,0,"Inside",3,1,"Standard"
902135020,936,"TA",6000,1953,"Fa",1,0,0,0,4,0,2,"Unf",0,32,"Inside",2,1,"Standard"
902201110,1328,"TA",6000,1950,"TA",1,1,0,0,6,0,1,"Unf",0,12,"Inside",3,1,"Standard"
902202150,1387,"Gd",6000,1954,"TA",2,0,0,0,7,0,1,"Unf",0,0,"Inside",3,2,"Standard"
902204080,861,"TA",7404,1920,"TA",1,0,0,0,5,0,2,"Unf",0,0,"Corner",2,1,"Standard"
902205010,612,"TA",5925,1940,"TA",1,0,0,0,4,0,1,"Unf",0,0,"Corner",1,1,"Standard"
902206260,886,"TA",5784,1938,"TA",1,0,0,0,4,0,1,"Unf",144,20,"Inside",2,1,"Standard"
902207170,792,"TA",8520,1923,"Gd",1,0,0,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
902301060,1510,"Gd",9600,1910,"Gd",2,0,0,0,7,0,2,"Unf",0,0,"Inside",3,1,"Standard"
902301080,1284,"TA",3500,1947,"TA",1,1,0,0,5,0,1,"Unf",0,35,"Inside",2,1,"Standard"
902325070,2138,"TA",8100,1898,"TA",2,0,0,0,11,0,2,"Unf",40,156,"Corner",2,3,"Standard"
902326030,2640,"Gd",11700,1880,"Gd",1,1,0,0,8,1,4,"Unf",181,0,"Corner",4,1,"Luxury"
902327070,2007,"Ex",8400,1900,"TA",2,0,0,0,8,0,1,"Unf",0,235,"Corner",3,1,"Standard"
902329080,1288,"Ex",3600,1917,"TA",1,0,1,0,5,1,1,"Unf",0,103,"Inside",3,1,"Standard"
902330040,1742,"Gd",17671,1882,"Gd",1,1,0,0,8,1,2,"Unf",0,169,"Corner",4,1,"Standard"
902401130,1482,"TA",9000,1920,"TA",1,0,0,1,7,0,2,"Unf",0,0,"Inside",3,1,"Standard"
902402150,1022,"TA",7200,1910,"TA",1,0,1,0,4,0,1,"Unf",0,30,"Inside",2,1,"Standard"
902405100,1869,"TA",8820,1890,"TA",1,0,0,0,7,0,2,"Unf",48,0,"Corner",2,1,"Standard"
902405120,1480,"TA",5400,1920,"Fa",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
902406070,1521,"Gd",9720,1910,"TA",1,0,0,0,8,0,3,"Unf",0,0,"Inside",4,1,"Standard"
903200080,1576,"Gd",21384,1923,"TA",1,1,2,0,6,1,2,"RFn",0,312,"Inside",3,1,"Standard"
903201020,1432,"Gd",6615,1923,"TA",1,0,0,0,6,1,1,"Unf",266,61,"Inside",3,1,"Standard"
903201080,1548,"Ex",7264,1925,"Gd",2,1,0,0,5,0,2,"Unf",74,0,"Inside",3,1,"Standard"
903202170,1654,"TA",4960,1930,"TA",2,0,0,0,7,1,1,"Unf",244,60,"Inside",3,1,"Standard"
903205040,952,"Fa",8854,1916,"TA",1,0,0,0,4,1,1,"Unf",0,98,"Inside",2,1,"Standard"
903226130,1324,"TA",6000,1936,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
903226170,1176,"TA",6000,1937,"Gd",1,0,0,0,4,0,2,"Unf",210,0,"Inside",2,1,"Standard"
903227070,1348,"TA",6000,1925,"TA",1,0,1,0,5,1,1,"Unf",0,0,"Corner",3,1,"Standard"
903227090,1412,"TA",6000,1939,"TA",1,0,0,0,6,1,1,"Unf",45,0,"Inside",4,1,"Standard"
903228070,1142,"TA",6000,1924,"TA",1,0,0,0,6,0,1,"Fin",0,0,"Corner",3,1,"Standard"
903228120,904,"TA",6000,1926,"Gd",1,0,0,0,4,0,1,"Unf",0,0,"Inside",2,1,"Standard"
903230100,1301,"Fa",6911,1924,"TA",1,0,0,0,5,0,2,"Unf",0,0,"FR2",2,1,"Standard"
903231010,1539,"TA",6120,1936,"TA",1,1,0,0,5,0,2,"Unf",112,0,"Corner",3,1,"Standard"
903231030,1573,"Gd",6120,1935,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",3,1,"Standard"
903231130,875,"TA",6120,1931,"TA",1,0,1,0,5,0,1,"Unf",48,0,"Corner",2,1,"Standard"
903232060,995,"TA",6120,1925,"TA",1,0,0,0,5,0,1,"Unf",0,15,"Inside",2,1,"Standard"
903234220,1582,"TA",6120,1938,"TA",2,0,0,0,6,1,1,"Unf",189,0,"Inside",3,1,"Standard"
903236040,1072,"TA",8635,1925,"TA",1,0,1,0,5,0,5,"Unf",0,0,"Inside",2,1,"Standard"
903400220,2134,"Gd",11888,1916,"TA",2,0,0,0,10,0,2,"Unf",0,60,"Inside",5,1,"Standard"
903425245,2019,"Gd",11414,1910,"TA",1,0,0,0,8,0,2,"Unf",509,135,"Corner",3,1,"Standard"
903427120,1768,"TA",8094,1915,"TA",2,0,0,0,8,0,2,"Unf",0,0,"Inside",3,1,"Standard"
903429080,1826,"Ex",2500,1915,"Gd",1,1,1,0,7,1,1,"Unf",0,0,"Corner",4,1,"Standard"
903429110,1944,"TA",9928,1915,"TA",2,0,0,0,8,0,1,"Unf",24,28,"Inside",3,1,"Standard"
903451090,1930,"TA",6876,1927,"TA",2,0,1,0,8,0,1,"Unf",0,0,"Inside",4,1,"Standard"
903458170,1208,"TA",6240,1925,"TA",1,0,0,0,5,0,2,"Unf",0,23,"Inside",2,1,"Standard"
903475100,1427,"Gd",5775,1915,"TA",1,0,0,0,7,0,1,"Unf",0,24,"Corner",3,1,"Standard"
903481120,1666,"TA",5160,1927,"TA",1,0,0,0,4,0,1,"Unf",0,0,"Corner",3,1,"Standard"
903484110,1403,"TA",10320,1915,"TA",1,1,1,0,7,0,1,"Unf",0,0,"Inside",3,1,"Standard"
904100190,704,"Fa",4280,1946,"TA",1,0,0,1,4,0,1,"Unf",0,0,"Inside",2,1,"Standard"
904301100,1152,"TA",10547,1978,"TA",2,0,2,0,6,0,1,"Unf",0,0,"Inside",2,2,"Standard"
904351200,1369,"TA",6629,1925,"TA",2,0,1,0,6,0,1,"Unf",147,0,"Inside",3,1,"Standard"
904351240,1112,"TA",9780,1934,"TA",2,0,1,0,6,0,1,"Unf",0,0,"Inside",4,1,"Standard"
905101260,1464,"TA",12886,1963,"TA",2,0,0,1,6,1,2,"RFn",302,0,"Inside",3,1,"Standard"
905101490,1121,"TA",8816,1963,"TA",1,0,1,0,5,0,2,"Unf",0,80,"Corner",3,1,"Standard"
905103040,1683,"TA",11184,1978,"TA",2,1,0,0,7,1,2,"RFn",243,0,"Inside",3,1,"Standard"
905103070,1052,"TA",11625,1967,"TA",1,1,0,0,6,1,1,"Fin",0,215,"Inside",3,1,"Standard"
905105190,899,"Gd",7800,1967,"TA",1,0,0,0,5,0,1,"Fin",64,0,"Inside",3,1,"Standard"
905107310,1034,"TA",8014,1978,"TA",1,0,0,1,5,1,2,"Fin",0,0,"CulDSac",3,1,"Standard"
905108190,858,"TA",7252,1982,"TA",1,0,1,0,5,0,2,"Unf",120,0,"CulDSac",2,1,"Standard"
905108220,860,"TA",8740,1982,"TA",1,0,1,0,4,0,2,"Unf",0,0,"Inside",2,1,"Standard"
905200220,1092,"TA",11616,1962,"TA",1,0,0,1,6,1,1,"Unf",0,20,"Inside",3,1,"Standard"
905200260,1774,"TA",15400,1961,"TA",2,0,0,0,8,1,1,"Unf",290,40,"Inside",4,1,"Standard"
905200350,1138,"TA",15312,1960,"TA",1,0,0,1,6,1,2,"RFn",0,0,"Inside",3,1,"Standard"
905225090,2071,"TA",15584,1956,"TA",1,1,0,1,9,1,1,"Unf",131,28,"Inside",4,1,"Standard"
905229040,1788,"TA",11250,1957,"TA",1,0,1,0,8,2,1,"Unf",120,0,"Inside",5,1,"Standard"
905325020,1473,"Ex",25095,1968,"TA",1,0,2,0,5,2,1,"Unf",0,48,"Inside",1,1,"Standard"
905377010,1229,"TA",17140,1956,"TA",1,0,0,0,6,0,1,"RFn",0,0,"Inside",3,1,"Standard"
905377130,861,"TA",12342,1940,"TA",1,0,0,0,4,0,2,"Unf",158,0,"Inside",1,1,"Standard"
905401100,1867,"TA",10708,1955,"Gd",1,0,1,0,7,3,1,"Fin",476,0,"Inside",2,1,"Standard"
905402060,1733,"TA",13680,1955,"TA",2,0,0,0,8,1,2,"Unf",0,0,"CulDSac",4,1,"Standard"
905402070,1383,"TA",15635,1954,"TA",1,0,0,0,6,0,2,"Unf",0,0,"CulDSac",2,1,"Standard"
905450020,1689,"TA",9855,1956,"TA",1,0,0,0,7,1,2,"Unf",0,0,"Corner",3,1,"Standard"
905451300,1073,"TA",9571,1956,"TA",1,0,1,0,5,0,1,"Unf",0,0,"Inside",2,1,"Standard"
905451340,1276,"TA",9571,1958,"TA",1,0,0,0,5,0,1,"Unf",0,0,"Inside",3,1,"Standard"
905452040,1639,"Gd",9350,1946,"TA",1,1,0,0,6,1,1,"Unf",0,50,"Inside",3,1,"Standard"
905452050,672,"TA",9340,1941,"TA",1,0,1,0,4,0,1,"Unf",0,113,"Inside",2,1,"Standard"
905475160,1089,"TA",7440,1954,"TA",1,0,1,0,5,1,1,"RFn",328,0,"Inside",3,1,"Standard"
905475500,845,"TA",11500,1957,"TA",1,0,0,0,5,0,1,"Unf",186,0,"CulDSac",3,1,"Standard"
905476230,1049,"Gd",4235,1984,"Gd",2,0,1,0,5,0,1,"Fin",0,105,"Inside",2,1,"Standard"
905478030,1716,"TA",11409,1949,"TA",1,1,0,0,8,1,1,"Unf",0,0,"Inside",3,1,"Standard"
905480030,1258,"TA",9060,1939,"TA",1,0,0,0,6,0,1,"Unf",0,0,"Inside",2,1,"Standard"
905480210,1510,"TA",9084,1940,"TA",1,0,1,0,7,1,1,"Unf",120,0,"Inside",4,1,"Standard"
906201021,1061,"Gd",10778,1990,"Gd",1,1,1,0,4,0,2,"Unf",114,36,"Inside",1,1,"Standard"
906201050,1338,"Gd",19255,1983,"Gd",1,1,0,0,5,1,2,"Unf",0,0,"Inside",2,1,"Standard"
906201130,2132,"Gd",12327,1983,"Gd",1,1,1,0,5,1,2,"Fin",349,40,"Inside",1,1,"Luxury"
906203120,2196,"Gd",14684,1990,"Gd",2,0,0,0,7,1,3,"RFn",84,70,"CulDSac",3,1,"Luxury"
906223060,1775,"Gd",9317,1993,"Gd",2,1,1,0,7,1,2,"Unf",234,72,"Inside",3,1,"Standard"
906223080,1879,"Gd",10560,1993,"Gd",2,1,1,0,8,1,2,"RFn",400,100,"Corner",3,1,"Standard"
906223210,2020,"Gd",9828,1995,"Gd",2,1,0,0,8,1,2,"RFn",0,155,"Inside",3,1,"Standard"
906226060,2016,"TA",26400,1880,"Gd",1,0,0,0,7,1,2,"Unf",0,0,"FR2",4,1,"Standard"
906226070,1535,"TA",7018,1979,"TA",2,0,0,0,8,0,2,"Unf",0,0,"Inside",4,2,"Standard"
906226080,1224,"TA",7018,1979,"TA",0,2,2,0,6,2,2,"Unf",120,0,"Inside",2,2,"Standard"
906226090,2228,"TA",7018,1979,"TA",2,0,0,0,8,0,2,"Unf",73,0,"Inside",6,2,"Standard"
906226100,1535,"TA",7018,1979,"TA",2,0,0,0,8,0,2,"Unf",0,0,"Inside",4,2,"Standard"
906226110,1535,"TA",7018,1979,"TA",2,0,0,0,8,0,2,"Unf",0,0,"Inside",4,2,"Standard"
906226120,2240,"TA",7018,1979,"TA",2,0,0,0,12,0,2,"Unf",154,0,"Inside",6,2,"Standard"
906226130,1229,"Gd",7040,1979,"TA",0,2,2,0,6,2,2,"Unf",120,0,"Inside",2,2,"Standard"
906226140,1513,"TA",7007,1979,"TA",2,0,0,0,8,0,2,"Unf",0,0,"Inside",4,2,"Standard"
906230010,2787,"TA",11855,2000,"TA",4,2,2,0,8,2,4,"Fin",312,0,"Inside",6,2,"Luxury"
906230020,2787,"TA",7939,2000,"TA",4,2,2,0,8,2,4,"Fin",312,0,"Inside",6,2,"Luxury"
906230030,2787,"TA",7976,2000,"TA",4,2,2,0,8,2,4,"Fin",312,0,"Inside",6,2,"Luxury"
906340100,1680,"Ex",10933,2009,"Ex",1,1,1,0,8,1,3,"Fin",185,24,"Inside",1,1,"Luxury"
906340110,1718,"Gd",10637,2007,"Gd",2,0,1,0,7,1,3,"RFn",208,44,"Inside",3,1,"Luxury"
906340120,1630,"Ex",10226,2008,"Gd",2,0,1,0,8,1,3,"RFn",172,42,"Inside",3,1,"Luxury"
906340130,1720,"Ex",10816,2008,"Ex",2,0,1,0,8,1,3,"RFn",208,104,"Inside",3,1,"Luxury"
906378110,1468,"Gd",9178,2008,"Gd",2,0,0,0,6,1,3,"RFn",192,142,"Inside",3,1,"Standard"
906380050,1768,"Gd",10769,2007,"Gd",2,1,0,0,7,0,2,"RFn",144,105,"Inside",3,1,"Standard"
906380060,1838,"Gd",11422,2007,"Gd",2,0,1,0,7,2,2,"RFn",154,222,"Inside",3,1,"Luxury"
906380100,1800,"Ex",11923,2007,"Gd",2,0,0,0,7,0,2,"Fin",288,136,"Corner",2,1,"Standard"
906380130,1604,"Gd",8814,2006,"Gd",2,1,1,0,8,1,2,"RFn",123,110,"Inside",3,1,"Standard"
906380210,1290,"Gd",6762,2007,"Gd",2,0,1,0,6,1,2,"RFn",168,0,"Inside",2,1,"Standard"
906380220,1254,"Gd",10324,2008,"Gd",2,0,1,0,5,0,3,"RFn",168,92,"Corner",2,1,"Standard"
906392070,1232,"Gd",7314,2007,"Gd",2,0,1,0,6,0,2,"RFn",132,0,"Inside",2,1,"Standard"
906392110,1498,"Gd",11645,2005,"Gd",2,0,0,0,7,1,3,"Fin",144,98,"Inside",3,1,"Standard"
906392130,1422,"Gd",11646,2005,"Gd",2,1,0,0,7,1,2,"Fin",36,28,"Inside",3,1,"Standard"
906402060,1644,"Gd",12800,1989,"Gd",2,0,1,1,5,1,2,"Fin",80,0,"Inside",2,1,"Luxury"
906426210,1759,"Gd",16698,1992,"Gd",2,1,1,0,7,1,2,"Unf",150,193,"CulDSac",3,1,"Standard"
906475070,2126,"TA",28698,1967,"TA",2,1,0,1,7,0,2,"Fin",486,0,"CulDSac",3,1,"Standard"
907126010,1040,"Gd",12464,1996,"TA",1,0,1,0,6,0,2,"Unf",168,0,"Corner",3,1,"Standard"
907126050,990,"TA",9757,1994,"TA",1,0,1,0,5,0,1,"RFn",66,0,"Inside",3,1,"Standard"
907130100,1764,"Gd",15426,1997,"TA",2,1,1,0,7,0,2,"RFn",276,99,"Inside",3,1,"Standard"
907131090,1661,"Gd",10667,1996,"Gd",2,1,1,0,6,1,2,"RFn",158,61,"CulDSac",3,1,"Standard"
907131190,1463,"TA",14753,1998,"TA",2,0,1,0,5,0,2,"Fin",0,81,"Inside",3,1,"Standard"
907135040,1097,"TA",10859,1994,"TA",1,1,0,0,6,0,2,"Unf",392,64,"Corner",3,1,"Standard"
907135170,990,"TA",8072,1994,"TA",1,0,1,0,5,0,2,"Unf",0,64,"Inside",3,1,"Standard"
907175100,1779,"Gd",10400,1998,"TA",2,1,0,0,6,0,2,"RFn",198,36,"Corner",3,1,"Standard"
907180130,1501,"Gd",10335,1999,"Gd",2,0,1,0,6,0,2,"RFn",144,29,"Inside",3,1,"Standard"
907181100,1431,"Gd",9017,1999,"Gd",2,0,1,0,6,0,2,"Fin",0,35,"Inside",3,1,"Standard"
907185050,1772,"TA",8750,1998,"TA",2,1,1,0,7,1,2,"RFn",150,96,"Inside",3,1,"Standard"
907192030,1660,"Gd",8935,2002,"Gd",2,1,0,0,7,0,2,"RFn",144,68,"Inside",3,1,"Standard"
907192090,1573,"Gd",9808,2002,"Gd",2,0,1,0,6,0,2,"RFn",0,72,"Inside",3,1,"Standard"
907194010,1840,"Gd",12420,2001,"Gd",2,1,1,0,6,0,2,"RFn",0,45,"Inside",3,1,"Standard"
907194110,1430,"Gd",16285,2001,"Gd",2,0,0,0,6,0,2,"RFn",0,33,"Inside",3,1,"Standard"
907194160,1444,"Gd",10739,2002,"Gd",2,0,1,0,6,0,2,"RFn",144,40,"Inside",3,1,"Standard"
907196060,1492,"Gd",11166,2001,"Gd",2,0,0,0,6,1,2,"RFn",0,114,"Inside",3,1,"Standard"
907201220,907,"TA",16269,1978,"TA",1,0,0,0,5,0,1,"Unf",72,0,"CulDSac",3,1,"Standard"
907201280,914,"TA",6950,1979,"TA",1,0,1,0,5,0,2,"Unf",0,0,"Inside",2,1,"Standard"
